AGENCY_NAME,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)"
Greenfield Police Department,2021,23,102,0,3,0,23,107,38,0,0,1,4,0,0,0,8,5,0,6,0,0,0,1,2,48,0,0,0,12,25,3
Greenfield Police Department,2022,33,112,2,8,0,14,127,37,0,0,3,3,0,0,0,11,11,0,2,1,1,0,3,2,73,1,0,1,14,27,5
Grover Beach Police Department,2017,29,147,0,7,0,3,57,170,77,0,6,5,0,0,0,3,8,0,1,0,0,0,1,2,22,6,0,25,7,16,5
Grover Beach Police Department,2018,19,102,0,8,0,0,50,104,33,0,9,8,0,0,0,5,1,0,2,0,0,0,0,2,15,8,0,10,4,6,1
Grover Beach Police Department,2019,15,98,0,8,0,2,48,125,30,0,0,5,0,0,0,6,8,0,3,0,0,0,0,4,15,3,0,6,6,5,1
Grover Beach Police Department,2020,20,85,1,2,0,1,38,104,21,0,7,1,1,0,0,2,1,0,1,2,0,1,0,3,19,6,0,4,9,5,0
Grover Beach Police Department,2021,14,58,1,4,0,43,79,93,0,0,5,2,0,0,0,5,0,0,1,0,0,0,0,2,13,10,0,0,3,19,0
Grover Beach Police Department,2022,20,55,0,3,0,43,43,63,0,0,1,1,0,0,0,12,0,0,2,0,0,0,0,2,14,4,0,2,2,9,0
Gustine Police Department,2017,20,57,0,4,2,2,12,39,9,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,22,0,0,0,1,6,3
Gustine Police Department,2018,18,55,2,2,0,7,4,26,6,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,20,1,0,0,6,1,1
Gustine Police Department,2019,13,75,1,4,0,1,3,25,3,0,0,0,0,0,0,3,7,0,4,0,0,0,0,1,21,0,0,1,4,1,2
Gustine Police Department,2020,17,75,1,4,0,0,7,43,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,20,4,0,0,7,5,1
Gustine Police Department,2021,4,21,0,1,0,1,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0
Gustine Police Department,2022,5,98,0,0,0,17,41,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11,1,0,0,2,3,1
Hanford Police Department,2017,131,715,5,58,2,13,110,401,146,2,9,20,0,0,0,62,6,1,36,7,1,6,4,30,178,17,0,4,37,40,17
Hanford Police Department,2018,150,888,1,80,0,15,118,386,163,2,10,20,0,0,0,136,24,0,33,2,3,0,5,28,224,14,0,1,33,38,24
Hanford Police Department,2019,133,920,3,115,1,14,125,526,177,2,6,25,0,0,0,131,9,1,18,4,1,2,4,15,202,11,0,0,33,52,31
Hanford Police Department,2020,157,755,0,52,0,4,113,525,162,2,4,13,0,0,0,73,0,0,26,4,0,0,3,22,148,34,0,0,46,39,18
Hanford Police Department,2021,19,650,1,22,0,111,101,85,0,1,3,9,0,0,0,10,12,0,10,1,0,0,1,5,78,16,0,0,14,23,1
Hanford Police Department,2022,94,1143,3,18,0,268,195,235,0,3,3,31,0,0,0,63,15,1,14,1,0,1,9,14,189,20,0,0,35,83,2
Healdsburg Police Department,2017,22,104,1,15,0,0,75,154,19,0,2,3,0,0,0,13,6,0,4,0,0,0,2,2,31,4,0,0,1,17,1
Healdsburg Police Department,2018,12,72,0,11,0,2,82,144,25,0,0,3,0,0,0,16,1,0,4,0,0,0,1,3,28,3,0,0,8,14,1
Healdsburg Police Department,2019,15,64,0,8,0,1,71,123,20,0,3,2,0,0,0,17,2,0,3,3,0,0,0,2,29,6,0,0,10,9,4
Healdsburg Police Department,2020,27,56,1,15,0,2,33,97,9,0,2,2,0,0,0,6,3,0,4,0,0,0,0,5,21,1,0,0,3,9,3
Healdsburg Police Department,2021,6,58,0,0,0,6,26,19,0,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,11,4,0,0,1,5,0
Healdsburg Police Department,2022,10,200,2,2,0,39,90,45,0,1,2,7,0,0,0,26,0,0,1,0,0,0,0,0,50,4,0,0,10,12,0
Hemet Police Department,2017,304,1124,1,76,0,2,150,434,586,3,7,13,0,0,0,55,0,0,4,4,0,8,10,30,218,139,0,1,41,142,17
Hemet Police Department,2018,307,1185,2,51,0,1,117,559,615,1,5,6,1,0,0,76,0,1,3,10,0,48,5,47,200,110,0,20,26,78,13
Hemet Police Department,2019,251,1001,2,75,0,49,101,480,491,1,10,7,0,0,0,74,15,3,6,6,1,5,2,33,150,116,0,33,26,67,6
Hemet Police Department,2020,160,615,0,28,0,20,59,242,471,1,1,2,0,0,0,53,5,0,5,7,0,0,5,27,83,201,0,12,19,58,8
Hemet Police Department,2021,50,450,2,11,0,319,31,34,0,0,0,3,0,0,0,11,0,0,5,0,0,0,0,3,40,26,0,0,6,51,1
Hemet Police Department,2022,90,893,0,27,0,690,59,105,0,0,1,4,0,0,0,37,0,0,4,1,0,1,2,23,100,85,0,0,24,82,4
Hermosa Beach Police Department,2017,15,163,1,27,0,14,95,60,264,1,6,3,0,0,0,15,24,0,6,0,0,0,0,3,34,3,0,1,6,7,3
Hermosa Beach Police Department,2018,24,159,0,26,0,7,71,87,167,0,2,1,0,0,0,13,19,0,5,0,0,0,0,5,44,6,0,3,10,1,6
Hermosa Beach Police Department,2019,15,99,3,19,0,6,92,77,75,1,0,0,0,0,0,23,7,1,3,0,0,0,0,5,32,3,0,8,11,1,4
Hermosa Beach Police Department,2020,18,82,1,13,0,4,42,51,78,1,0,1,0,0,0,20,2,0,3,1,0,0,0,6,22,11,0,2,7,3,1
Hermosa Beach Police Department,2021,14,95,0,11,0,168,114,52,0,0,2,10,0,0,0,26,11,0,2,0,0,0,1,4,21,29,0,1,8,14,1
Hermosa Beach Police Department,2022,17,120,2,22,0,201,120,50,0,0,1,18,0,0,0,65,7,0,6,0,0,0,1,2,22,18,0,3,15,27,0
Hillsborough Police Department,2017,2,16,0,0,0,0,12,19,0,0,0,1,0,0,0,1,2,0,2,0,0,1,0,0,3,0,0,0,0,2,0
Hillsborough Police Department,2018,4,37,0,1,0,0,26,22,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,7,1,0,0,1,2,0
Hillsborough Police Department,2019,1,26,0,0,0,0,30,29,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,7,0,0,0,1,3,0
Hillsborough Police Department,2020,2,16,0,0,0,0,5,12,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hillsborough Police Department,2021,0,6,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hillsborough Police Department,2022,1,24,0,1,0,0,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0
Hollister Police Department,2017,137,287,2,60,1,10,187,172,68,2,1,4,0,0,0,4,17,0,5,7,1,0,3,15,112,13,0,3,18,40,10
Hollister Police Department,2018,120,226,0,31,0,7,303,227,59,0,5,5,0,0,0,11,4,0,4,1,0,0,1,6,122,9,0,4,14,50,15
Hollister Police Department,2019,117,207,0,37,0,9,162,160,30,0,12,3,1,0,0,7,8,1,6,1,0,0,4,16,124,8,0,4,13,53,12
Hollister Police Department,2020,92,161,3,31,0,9,108,150,59,2,4,5,0,0,0,9,0,0,2,1,1,0,3,10,113,6,0,1,20,11,10
Hollister Police Department,2021,40,168,3,7,0,66,123,94,0,1,3,7,0,0,0,15,3,0,2,0,1,0,2,5,102,7,0,2,13,26,0
Hollister Police Department,2022,27,126,3,3,0,62,152,67,0,0,3,1,0,0,0,25,1,0,0,1,0,0,2,1,122,4,0,1,19,34,2
Irwindale Police Department,2017,11,50,1,10,0,1,28,29,16,0,1,0,0,0,0,2,1,0,14,0,0,0,0,4,17,0,0,0,1,2,0
Irwindale Police Department,2018,12,49,1,5,0,0,40,31,9,0,0,1,0,0,0,3,0,0,11,0,0,0,0,2,14,2,0,0,6,1,3
Irwindale Police Department,2019,6,44,2,11,0,0,55,25,7,0,2,1,0,0,0,5,0,0,4,0,0,0,0,2,6,0,0,0,4,3,0
Irwindale Police Department,2020,11,13,0,4,0,0,11,16,2,0,0,1,0,0,0,1,0,0,5,0,0,0,0,1,4,1,0,0,4,2,0
Irwindale Police Department,2021,5,39,1,12,0,0,29,29,0,0,3,0,0,0,0,5,0,0,9,0,0,0,0,3,1,7,0,1,11,5,0
Irwindale Police Department,2022,5,44,1,8,0,4,48,35,0,0,1,1,0,0,0,14,0,0,5,0,0,0,0,1,8,3,0,1,7,4,0
Kings County Sheriff's Department,2017,97,764,0,39,0,0,104,639,104,0,7,5,4,0,0,20,0,0,21,4,0,1,8,9,36,26,0,0,9,42,8
Kings County Sheriff's Department,2018,123,1023,3,30,3,2,115,526,118,1,7,14,2,0,0,24,0,0,27,1,0,0,4,9,58,23,0,0,8,36,14
Kings County Sheriff's Department,2019,122,1122,1,42,0,3,150,631,133,1,2,14,12,0,0,38,4,0,18,1,1,0,7,13,49,26,0,0,16,47,10
Kings County Sheriff's Department,2020,97,846,3,35,0,0,77,623,95,1,1,10,3,0,0,15,3,1,13,1,0,0,6,18,44,22,0,0,15,44,10
Kings County Sheriff's Department,2021,6,200,0,5,0,16,16,47,0,0,1,7,0,0,0,3,1,0,2,0,0,0,1,1,7,3,0,0,3,5,0
Kings County Sheriff's Department,2022,35,226,2,16,0,121,42,338,0,0,0,19,1,0,0,9,7,0,12,2,2,14,2,13,69,16,0,0,19,18,3
La Habra Police Department,2017,49,494,0,36,0,8,202,483,221,1,1,10,1,0,0,103,0,0,5,1,0,0,5,8,143,47,0,12,29,42,9
La Habra Police Department,2018,60,357,1,17,1,6,219,446,176,3,3,10,0,0,0,88,4,0,8,2,1,0,6,14,116,15,0,1,33,38,18
La Habra Police Department,2019,103,296,0,22,9,7,233,644,67,0,6,18,0,0,0,102,6,0,8,2,0,0,4,12,119,17,0,2,24,28,25
La Habra Police Department,2020,84,236,2,35,7,2,217,488,87,1,3,5,0,0,0,82,4,0,8,1,0,0,2,11,104,25,0,1,20,49,18
La Habra Police Department,2021,23,181,0,3,0,75,109,167,0,0,4,21,0,0,0,46,0,0,2,0,0,1,2,9,47,30,0,0,15,25,2
La Habra Police Department,2022,81,519,2,22,16,261,209,345,0,0,5,45,0,0,0,99,3,0,5,2,0,0,2,19,151,37,0,4,36,45,4
La Mesa Police Department,2017,157,194,2,60,1,3,187,880,251,1,13,17,0,0,0,177,0,0,12,1,0,1,1,31,179,44,0,6,27,85,14
La Mesa Police Department,2018,159,145,2,71,0,1,138,1069,194,2,16,14,0,0,0,193,1,0,16,0,0,0,1,43,161,62,0,8,18,83,10
La Mesa Police Department,2019,133,157,1,49,0,4,130,632,195,1,8,13,0,0,0,145,6,0,41,2,0,0,2,44,149,28,0,12,18,55,11
La Mesa Police Department,2020,118,98,1,49,5,1,85,273,141,1,3,4,0,0,0,41,0,0,13,1,0,0,0,27,119,21,0,17,24,22,3
La Mesa Police Department,2021,15,737,4,12,0,133,109,109,0,0,3,2,0,0,0,21,5,0,5,1,0,0,1,10,68,11,0,5,12,16,1
La Mesa Police Department,2022,38,338,8,19,0,151,113,127,0,1,3,5,0,0,0,63,4,0,4,1,0,0,0,26,190,28,0,9,34,12,0
La Palma Police Department,2017,9,154,0,14,0,1,29,109,2,0,6,6,0,0,0,16,0,0,4,0,0,0,0,2,25,6,0,0,4,6,0
La Palma Police Department,2018,25,66,0,15,0,0,37,106,6,0,9,9,0,0,0,23,2,0,2,0,0,1,0,4,24,4,0,2,3,10,3
La Palma Police Department,2019,20,48,0,12,0,0,30,93,6,0,9,8,0,0,0,30,0,0,4,0,0,0,0,3,27,3,0,1,5,4,3
La Palma Police Department,2020,29,47,3,14,0,0,18,64,1,0,1,1,0,0,0,30,1,0,3,0,0,0,0,1,21,4,0,2,5,5,6
La Palma Police Department,2021,10,124,1,4,0,3,41,59,0,0,5,13,0,0,0,26,0,0,11,0,0,0,1,2,18,28,0,2,5,3,1
La Palma Police Department,2022,7,118,2,4,0,1,27,46,0,0,4,17,0,0,0,15,0,0,2,0,0,0,1,4,24,19,0,2,5,5,0
La Verne Police Department,2017,27,74,1,141,0,4,66,280,139,0,4,20,0,0,0,66,11,0,67,0,0,0,0,17,81,18,0,0,15,9,10
La Verne Police Department,2018,29,72,1,119,0,2,46,208,118,0,1,12,0,0,0,29,4,0,56,1,0,0,2,6,53,13,0,1,7,9,3
La Verne Police Department,2019,17,43,0,84,0,0,27,127,22,0,0,7,0,0,0,38,2,0,24,0,0,0,1,11,34,4,0,0,8,3,0
La Verne Police Department,2020,19,38,1,33,0,0,17,61,7,0,1,5,1,0,0,21,0,0,16,1,0,0,4,1,24,1,0,0,11,4,3
La Verne Police Department,2021,19,213,0,5,0,4,21,49,0,2,1,4,0,0,0,42,0,0,21,0,0,0,1,2,32,12,0,0,12,3,1
La Verne Police Department,2022,7,193,0,6,0,13,28,9,0,0,1,7,0,0,0,47,0,0,2,0,0,0,2,7,33,6,0,0,16,5,1
Lake County Sheriff's Department,2017,158,512,2,20,0,5,32,636,109,1,6,8,0,0,0,10,1,0,6,3,0,0,5,3,119,20,0,1,20,55,18
Lake County Sheriff's Department,2018,154,539,3,27,0,8,25,459,87,0,5,7,0,0,0,22,1,0,6,2,0,0,3,6,118,12,0,3,21,39,13
Lake County Sheriff's Department,2019,145,370,2,13,0,1,2,393,84,0,5,1,0,0,0,20,4,0,5,4,0,0,1,2,96,10,0,4,23,32,8
Lake County Sheriff's Department,2020,135,256,4,27,0,3,1,265,56,0,1,4,0,0,0,4,2,0,2,0,0,0,1,4,71,7,0,1,12,22,9
Lake County Sheriff's Department,2021,14,14,0,4,0,10,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,2,0
Lake County Sheriff's Department,2022,53,114,3,18,0,56,0,157,0,0,5,2,0,0,0,14,1,0,0,0,0,0,3,6,78,19,0,1,13,31,1
Lakeport Police Department,2017,24,58,0,20,0,1,45,97,52,0,5,3,0,0,0,22,0,0,6,0,0,0,0,4,20,1,0,1,4,12,2
Lakeport Police Department,2018,25,86,1,18,0,6,83,104,47,1,2,1,0,0,0,14,1,0,3,0,0,0,0,4,36,5,0,0,5,11,5
Lakeport Police Department,2019,25,87,0,14,0,4,41,73,44,0,2,1,0,0,0,13,2,0,5,0,0,0,0,3,28,4,0,1,6,7,4
Lakeport Police Department,2020,31,43,0,5,0,6,22,28,31,0,0,0,0,0,0,0,4,0,4,1,1,0,0,1,12,5,0,1,1,3,0
Lakeport Police Department,2021,0,15,0,2,0,38,11,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,1,4,0
Lakeport Police Department,2022,12,65,1,2,0,73,28,52,0,0,2,2,0,0,0,6,1,0,3,0,0,0,0,2,26,1,0,0,4,9,1
Lassen County Sheriff's Department,2017,47,141,1,12,0,1,4,37,5,0,1,2,0,0,0,10,1,0,1,2,0,0,2,0,35,7,0,1,9,13,5
Lassen County Sheriff's Department,2018,48,145,2,17,0,1,3,54,7,0,3,2,0,0,0,9,0,0,1,0,0,0,4,3,34,6,0,1,4,15,5
Lassen County Sheriff's Department,2019,60,100,0,11,0,1,7,67,10,0,0,2,0,0,0,3,3,0,6,0,0,0,1,0,36,2,0,0,3,20,7
Lassen County Sheriff's Department,2020,43,74,1,13,0,1,2,61,11,0,2,6,0,0,0,5,0,0,6,0,0,0,1,2,29,2,0,0,5,13,2
Lassen County Sheriff's Department,2021,3,8,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,3,0
Lassen County Sheriff's Department,2022,12,121,1,9,0,8,0,36,0,0,0,14,0,0,0,7,0,0,0,0,0,0,2,1,31,4,0,0,5,25,1
Lemoore Police Department,2017,105,247,1,32,0,6,54,254,51,0,4,3,0,0,0,11,3,0,3,3,0,0,8,12,83,10,0,0,12,25,17
Lemoore Police Department,2018,94,306,0,26,1,8,93,193,66,0,1,11,0,0,0,11,4,0,8,2,1,1,6,12,78,9,0,6,12,26,8
Lemoore Police Department,2019,118,243,2,16,0,3,68,160,68,0,0,4,0,0,0,13,0,0,2,2,0,0,2,4,71,5,0,1,11,12,19
Lemoore Police Department,2020,90,287,0,10,0,6,76,306,34,1,2,11,0,0,0,8,5,1,8,1,0,0,3,7,49,13,0,2,3,24,15
Lemoore Police Department,2021,16,180,0,3,0,32,59,35,0,0,0,1,0,0,0,6,1,0,3,1,0,1,5,3,49,6,0,0,2,13,1
Lemoore Police Department,2022,50,395,0,8,0,71,131,104,0,0,4,8,0,0,0,12,2,0,10,0,0,2,4,5,113,22,0,0,23,39,8
Lincoln Police Department,2017,29,33,2,15,0,0,55,102,50,1,0,2,0,0,0,8,0,0,3,1,0,0,0,4,18,4,0,2,3,8,1
Lincoln Police Department,2018,24,32,0,26,0,0,77,189,42,0,2,6,0,0,0,13,1,0,2,1,0,9,1,6,23,3,0,8,0,8,1
Lincoln Police Department,2019,20,43,0,24,0,1,52,168,47,1,1,3,0,0,0,13,1,0,1,0,1,6,0,1,23,9,0,2,3,34,2
Lincoln Police Department,2020,24,55,1,12,0,1,62,328,41,1,7,0,0,0,0,17,0,0,2,0,0,3,1,3,32,9,0,0,4,23,1
Lincoln Police Department,2021,0,13,0,0,0,2,7,8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,2,0
Lincoln Police Department,2022,21,111,1,6,0,35,78,142,0,1,4,21,0,0,0,25,0,0,2,0,0,0,2,4,48,11,0,1,4,19,0
Livingston Police Department,2017,44,175,0,14,0,0,34,132,22,0,4,1,0,0,0,6,0,0,4,1,0,0,0,6,36,7,0,0,3,7,5
Livingston Police Department,2018,22,200,1,26,0,0,49,84,7,0,1,2,2,0,0,7,4,0,3,0,0,0,0,3,44,5,0,0,11,3,2
Livingston Police Department,2019,27,190,0,12,0,5,45,59,19,0,1,0,0,0,0,4,3,0,6,0,1,0,1,6,41,7,0,0,4,13,2
Livingston Police Department,2020,35,104,0,12,0,0,44,40,12,0,1,0,0,0,0,5,0,0,1,0,0,0,0,2,31,7,0,0,9,5,5
Livingston Police Department,2021,10,53,1,3,0,9,14,7,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,3,12,0,0,0,1,5,0
Livingston Police Department,2022,19,112,0,12,0,18,39,43,0,0,4,2,0,0,0,10,0,0,1,1,0,0,0,4,48,15,0,0,7,22,1
Los Altos Police Department,2017,12,16,0,5,0,0,21,16,10,0,1,1,0,0,0,14,3,0,0,0,0,0,1,0,14,5,0,0,2,6,4
Los Altos Police Department,2018,14,35,0,6,0,1,33,30,16,0,3,0,0,0,0,12,2,0,2,0,0,0,0,2,14,11,0,0,1,2,3
Los Altos Police Department,2019,16,40,1,7,0,1,24,38,3,0,2,1,0,0,0,8,0,1,3,0,0,1,1,2,10,5,0,1,6,3,1
Los Altos Police Department,2020,7,12,0,5,0,0,8,26,6,0,2,2,0,0,0,12,0,1,2,1,0,0,2,2,7,1,0,1,4,1,2
Los Altos Police Department,2021,0,4,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Altos Police Department,2022,5,32,0,8,0,2,2,6,0,0,1,6,0,0,0,5,1,0,0,0,0,0,0,2,11,0,0,0,4,2,1
Los Gatos Police Department,2017,26,89,0,16,0,0,59,168,46,0,8,0,0,0,0,24,3,0,12,0,0,0,2,5,37,12,0,1,6,6,4
Los Gatos Police Department,2018,28,123,1,15,0,4,62,220,42,1,2,4,0,0,0,17,1,0,20,0,0,0,4,8,59,11,0,2,13,17,5
Los Gatos Police Department,2019,32,84,1,12,0,0,77,171,30,0,2,5,0,0,0,26,6,0,15,0,0,0,1,5,43,5,0,0,8,8,5
Los Gatos Police Department,2020,19,55,3,9,0,1,33,76,14,0,0,2,0,0,0,23,3,0,5,0,0,0,1,5,22,6,0,0,6,0,7
Los Gatos Police Department,2021,1,17,0,2,0,6,2,7,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,2,9,5,0,0,0,1,0
Los Gatos Police Department,2022,17,125,3,3,0,30,37,27,0,0,10,22,0,0,0,13,0,0,9,0,0,0,2,0,41,19,0,1,7,4,3
Madera County Sheriff's Department,2017,145,419,0,24,0,4,4,124,93,2,5,5,0,0,0,24,2,0,8,1,1,2,8,15,63,15,0,1,17,41,18
Madera County Sheriff's Department,2018,141,447,0,29,0,2,0,166,71,3,8,1,0,0,0,17,1,0,11,0,1,1,7,7,59,22,0,2,21,38,13
Madera County Sheriff's Department,2019,126,480,1,33,0,1,0,199,72,0,6,1,0,0,0,60,4,0,6,3,0,0,13,3,81,15,0,1,12,33,15
Madera County Sheriff's Department,2020,142,411,0,29,0,1,7,178,51,0,4,4,0,0,0,20,1,0,4,6,0,0,3,7,81,13,0,1,15,36,15
Madera County Sheriff's Department,2021,223,557,2,16,0,64,12,165,0,0,13,8,0,0,0,15,0,0,12,3,1,0,5,3,51,20,0,2,25,36,3
Madera County Sheriff's Department,2022,173,601,3,22,0,87,17,133,0,0,13,8,0,0,0,12,2,0,7,1,0,0,6,2,88,26,0,0,22,53,4
Madera Police Department,2017,208,723,3,33,0,64,226,812,26,0,1,7,0,0,0,69,8,0,37,5,0,0,6,23,311,33,0,7,34,104,27
Madera Police Department,2018,314,771,3,37,0,13,235,1174,4,0,3,23,0,0,0,78,12,0,31,2,2,5,3,27,336,25,0,4,42,112,29
Madera Police Department,2019,269,745,6,65,0,7,292,1038,11,0,5,15,0,0,0,64,10,0,29,2,0,3,8,26,306,24,0,5,34,86,30
Madera Police Department,2020,243,404,5,25,0,2,250,854,11,0,7,13,0,0,0,45,1,1,37,4,0,0,12,18,232,22,0,2,40,89,22
Madera Police Department,2021,83,603,10,24,0,147,257,372,0,0,9,46,0,0,0,45,2,0,21,3,0,0,5,11,264,37,0,0,31,93,11
Madera Police Department,2022,95,609,12,20,0,192,227,319,0,0,4,35,0,0,0,69,0,0,26,2,1,1,6,21,263,28,0,0,47,70,6
Marina Police Department,2017,48,117,1,16,0,4,86,107,26,3,4,7,0,0,0,33,5,0,8,0,1,5,0,3,67,8,0,9,14,16,7
Marina Police Department,2018,37,88,0,18,0,3,67,141,39,0,2,1,0,0,0,11,2,0,9,0,1,2,1,5,80,2,0,2,5,14,4
Marina Police Department,2019,52,66,0,21,0,6,48,93,31,0,5,4,0,0,0,16,7,0,7,0,0,0,0,2,71,8,0,5,6,12,5
Marina Police Department,2020,72,90,0,14,0,5,66,213,35,0,5,4,0,0,0,6,6,0,13,0,0,0,1,3,60,10,0,5,6,9,3
Marina Police Department,2021,21,108,0,3,0,21,80,78,0,0,2,14,0,0,0,12,4,0,3,0,0,0,2,5,28,4,0,2,7,14,0
Marina Police Department,2022,23,144,2,10,0,39,142,69,0,0,3,18,0,0,0,28,5,0,7,1,3,0,1,3,73,11,0,7,6,14,0
Mariposa County Sheriff's Department,2017,40,203,0,10,0,0,40,102,41,0,1,2,0,0,0,13,1,0,1,0,1,0,0,0,46,7,0,1,3,13,4
Mariposa County Sheriff's Department,2018,29,139,1,13,0,4,47,131,41,1,2,5,0,0,0,8,0,0,4,1,1,0,2,0,41,6,0,4,2,8,3
Mariposa County Sheriff's Department,2019,59,174,0,11,0,4,41,223,43,0,10,7,0,0,0,5,0,0,4,3,0,0,1,2,57,6,0,0,4,15,8
Mariposa County Sheriff's Department,2020,43,92,2,9,0,3,33,191,15,0,2,5,0,0,0,7,2,0,3,0,0,0,1,0,37,10,0,0,5,11,3
Mariposa County Sheriff's Department,2021,13,33,0,6,0,18,16,43,0,0,1,4,0,0,0,6,0,0,0,1,0,0,0,0,30,3,0,0,1,8,0
Mariposa County Sheriff's Department,2022,20,42,0,2,0,35,34,75,0,0,2,3,0,0,0,6,0,0,3,0,2,0,0,0,39,1,0,0,4,4,0
Modoc County Sheriff's Department,2017,29,103,0,4,0,2,6,23,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,5,9
Modoc County Sheriff's Department,2018,33,123,0,4,0,3,10,33,7,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,15,3,0,0,2,12,5
Modoc County Sheriff's Department,2019,28,118,0,5,0,2,8,16,11,0,3,0,0,0,0,2,0,1,1,0,0,0,1,1,7,4,0,0,2,14,1
Modoc County Sheriff's Department,2020,18,89,2,4,0,1,4,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,12,1,0,0,1,6,1
Modoc County Sheriff's Department,2021,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Modoc County Sheriff's Department,2022,10,37,0,1,0,3,0,10,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,11,0,0,0,0,2,0
Monrovia Police Department,2017,63,164,0,95,1,1,107,134,92,0,9,9,0,0,0,66,2,1,17,2,0,0,5,13,49,7,0,0,15,9,5
Monrovia Police Department,2018,47,210,0,92,0,1,103,209,139,0,11,10,0,0,0,65,5,0,22,0,0,0,2,9,70,11,0,0,13,19,4
Monrovia Police Department,2019,50,198,2,85,2,3,112,180,127,2,0,2,0,0,0,42,6,0,17,1,0,0,0,7,60,11,0,2,8,19,1
Monrovia Police Department,2020,48,83,1,76,0,0,50,107,33,0,3,2,0,0,0,29,2,0,21,0,0,0,0,5,42,6,0,0,12,7,1
Monrovia Police Department,2021,25,172,4,18,0,42,91,73,0,0,1,22,0,0,0,50,5,0,7,0,0,0,1,7,40,14,0,0,17,18,0
Monrovia Police Department,2022,22,202,4,14,0,76,149,161,0,0,2,29,0,0,0,70,5,0,5,0,0,0,2,15,44,12,0,2,18,19,1
Montclair Police Department,2017,102,170,1,134,0,2,136,285,64,1,6,15,0,0,0,158,2,0,28,1,0,2,4,26,130,20,0,4,26,30,18
Montclair Police Department,2018,133,188,5,93,0,3,136,378,55,3,5,12,0,0,0,179,0,0,36,0,0,7,9,33,137,15,0,4,34,34,14
Montclair Police Department,2019,108,110,6,104,0,1,103,381,65,3,1,10,3,0,0,188,2,0,21,1,0,2,6,28,104,7,0,11,27,32,20
Montclair Police Department,2020,114,111,7,88,0,0,124,329,54,1,4,3,0,0,0,119,1,2,24,9,0,1,5,32,79,8,0,11,31,41,21
Montclair Police Department,2021,49,89,2,29,0,22,50,94,0,4,1,5,2,0,0,37,1,0,12,0,0,0,2,10,40,3,0,12,15,21,2
Montclair Police Department,2022,77,243,8,82,0,65,124,174,0,2,6,8,0,0,0,116,5,0,58,7,0,2,3,30,71,21,0,3,22,54,0
Monte Sereno,2017,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
